id,reviewId1,reviewId2
ant_man_and_the_wasp_quantumania,102780165,102781828
ant_man_and_the_wasp_quantumania,102780218,102781828
ant_man_and_the_wasp_quantumania,102781297,102781828
ant_man_and_the_wasp_quantumania,102780758,102781828
ant_man_and_the_wasp_quantumania,102779743,102781828
ant_man_and_the_wasp_quantumania,102779604,102781828
ant_man_and_the_wasp_quantumania,102780483,102781828
ant_man_and_the_wasp_quantumania,102782395,102781828
ant_man_and_the_wasp_quantumania,102779701,102781828
ant_man_and_the_wasp_quantumania,102782018,102781828
ant_man_and_the_wasp_quantumania,102781241,102781828
ant_man_and_the_wasp_quantumania,102780049,102781828
ant_man_and_the_wasp_quantumania,102782769,102781828
ant_man_and_the_wasp_quantumania,102781074,102781828
ant_man_and_the_wasp_quantumania,102781954,102781828
ant_man_and_the_wasp_quantumania,102780607,102781828
ant_man_and_the_wasp_quantumania,102779738,102781828
ant_man_and_the_wasp_quantumania,102779975,102781828
ant_man_and_the_wasp_quantumania,102780299,102781828
ant_man_and_the_wasp_quantumania,102780483,102781828
ant_man_and_the_wasp_quantumania,102780748,102781828
ant_man_and_the_wasp_quantumania,102780494,102781828
ant_man_and_the_wasp_quantumania,102780491,102781828
ant_man_and_the_wasp_quantumania,102779968,102781828
ant_man_and_the_wasp_quantumania,102780376,102781828
ant_man_and_the_wasp_quantumania,102780821,102781828
ant_man_and_the_wasp_quantumania,102782395,102781828
ant_man_and_the_wasp_quantumania,102779861,102781828
ant_man_and_the_wasp_quantumania,102779596,102781828
ant_man_and_the_wasp_quantumania,102780627,102781828
ant_man_and_the_wasp_quantumania,102779616,102781828
ant_man_and_the_wasp_quantumania,102780910,102781828
ant_man_and_the_wasp_quantumania,102780376,102781828
ant_man_and_the_wasp_quantumania,102781297,102781828
ant_man_and_the_wasp_quantumania,102779555,102781828
ant_man_and_the_wasp_quantumania,102779544,102781828
ant_man_and_the_wasp_quantumania,102780917,102781828
ant_man_and_the_wasp_quantumania,102780028,102781828
ant_man_and_the_wasp_quantumania,102784175,102781828
ant_man_and_the_wasp_quantumania,102784444,102781828
ant_man_and_the_wasp_quantumania,102781420,102781828
ant_man_and_the_wasp_quantumania,102781215,102781828
ant_man_and_the_wasp_quantumania,102780513,102781828
ant_man_and_the_wasp_quantumania,102779984,102781828
ant_man_and_the_wasp_quantumania,102779875,102781828
ant_man_and_the_wasp_quantumania,102779555,102781828
ant_man_and_the_wasp_quantumania,102782650,102781828
ant_man_and_the_wasp_quantumania,102781076,102781828
ant_man_and_the_wasp_quantumania,102781359,102781828
ant_man_and_the_wasp_quantumania,102780917,102781828
ant_man_and_the_wasp_quantumania,102780165,102779545
ant_man_and_the_wasp_quantumania,102780218,102779545
ant_man_and_the_wasp_quantumania,102781297,102779545
ant_man_and_the_wasp_quantumania,102780758,102779545
ant_man_and_the_wasp_quantumania,102779743,102779545
ant_man_and_the_wasp_quantumania,102779604,102779545
ant_man_and_the_wasp_quantumania,102780483,102779545
ant_man_and_the_wasp_quantumania,102782395,102779545
ant_man_and_the_wasp_quantumania,102779701,102779545
ant_man_and_the_wasp_quantumania,102782018,102779545
ant_man_and_the_wasp_quantumania,102781241,102779545
ant_man_and_the_wasp_quantumania,102780049,102779545
ant_man_and_the_wasp_quantumania,102782769,102779545
ant_man_and_the_wasp_quantumania,102781074,102779545
ant_man_and_the_wasp_quantumania,102781954,102779545
ant_man_and_the_wasp_quantumania,102780607,102779545
ant_man_and_the_wasp_quantumania,102779738,102779545
ant_man_and_the_wasp_quantumania,102779975,102779545
ant_man_and_the_wasp_quantumania,102780299,102779545
ant_man_and_the_wasp_quantumania,102780483,102779545
ant_man_and_the_wasp_quantumania,102780748,102779545
ant_man_and_the_wasp_quantumania,102780494,102779545
ant_man_and_the_wasp_quantumania,102780491,102779545
ant_man_and_the_wasp_quantumania,102779968,102779545
ant_man_and_the_wasp_quantumania,102780376,102779545
ant_man_and_the_wasp_quantumania,102780821,102779545
ant_man_and_the_wasp_quantumania,102782395,102779545
ant_man_and_the_wasp_quantumania,102779861,102779545
ant_man_and_the_wasp_quantumania,102779596,102779545
ant_man_and_the_wasp_quantumania,102780627,102779545
ant_man_and_the_wasp_quantumania,102779616,102779545
ant_man_and_the_wasp_quantumania,102780910,102779545
ant_man_and_the_wasp_quantumania,102780376,102779545
ant_man_and_the_wasp_quantumania,102781297,102779545
ant_man_and_the_wasp_quantumania,102779555,102779545
ant_man_and_the_wasp_quantumania,102779544,102779545
ant_man_and_the_wasp_quantumania,102780917,102779545
ant_man_and_the_wasp_quantumania,102780028,102779545
ant_man_and_the_wasp_quantumania,102784175,102779545
ant_man_and_the_wasp_quantumania,102784444,102779545
ant_man_and_the_wasp_quantumania,102781420,102779545
ant_man_and_the_wasp_quantumania,102781215,102779545
ant_man_and_the_wasp_quantumania,102780513,102779545
ant_man_and_the_wasp_quantumania,102779984,102779545
ant_man_and_the_wasp_quantumania,102779875,102779545
ant_man_and_the_wasp_quantumania,102779555,102779545
ant_man_and_the_wasp_quantumania,102782650,102779545
ant_man_and_the_wasp_quantumania,102781076,102779545
ant_man_and_the_wasp_quantumania,102781359,102779545
ant_man_and_the_wasp_quantumania,102780917,102779545
ant_man_and_the_wasp_quantumania,102779630,102780917
ant_man_and_the_wasp_quantumania,102783989,102780917
ant_man_and_the_wasp_quantumania,102779528,102780917
ant_man_and_the_wasp_quantumania,102780668,102780917
ant_man_and_the_wasp_quantumania,102779543,102780917
ant_man_and_the_wasp_quantumania,102780989,102780917
ant_man_and_the_wasp_quantumania,102782779,102780917
ant_man_and_the_wasp_quantumania,102779951,102780917
ant_man_and_the_wasp_quantumania,102783315,102780917
ant_man_and_the_wasp_quantumania,102780403,102780917
ant_man_and_the_wasp_quantumania,102781569,102780917
ant_man_and_the_wasp_quantumania,102779560,102780917
ant_man_and_the_wasp_quantumania,102779521,102780917
ant_man_and_the_wasp_quantumania,102781569,102780917
ant_man_and_the_wasp_quantumania,102779496,102780917
ant_man_and_the_wasp_quantumania,102779490,102780917
ant_man_and_the_wasp_quantumania,102780692,102780917
ant_man_and_the_wasp_quantumania,102779686,102780917
ant_man_and_the_wasp_quantumania,102781469,102780917
ant_man_and_the_wasp_quantumania,102782142,102780917
ant_man_and_the_wasp_quantumania,102782779,102780917
ant_man_and_the_wasp_quantumania,102780837,102780917
ant_man_and_the_wasp_quantumania,102779550,102780917
ant_man_and_the_wasp_quantumania,102780888,102780917
ant_man_and_the_wasp_quantumania,102782182,102780917
ant_man_and_the_wasp_quantumania,102781005,102780917
ant_man_and_the_wasp_quantumania,102780001,102780917
ant_man_and_the_wasp_quantumania,102780704,102780917
ant_man_and_the_wasp_quantumania,102782734,102780917
ant_man_and_the_wasp_quantumania,102779482,102780917
ant_man_and_the_wasp_quantumania,102779528,102780917
ant_man_and_the_wasp_quantumania,102779486,102780917
ant_man_and_the_wasp_quantumania,102779686,102780917
ant_man_and_the_wasp_quantumania,102782182,102780917
ant_man_and_the_wasp_quantumania,102779557,102780917
ant_man_and_the_wasp_quantumania,102780792,102780917
ant_man_and_the_wasp_quantumania,102779543,102780917
ant_man_and_the_wasp_quantumania,102780416,102780917
ant_man_and_the_wasp_quantumania,102782426,102780917
ant_man_and_the_wasp_quantumania,102779541,102780917
