movieId,reviewId,reviewId_right
ant_man_and_the_wasp_quantumania,102781334,102781297
ant_man_and_the_wasp_quantumania,102779496,102782779
ant_man_and_the_wasp_quantumania,102779616,102782182
ant_man_and_the_wasp_quantumania,102779496,102779738
ant_man_and_the_wasp_quantumania,102779496,102780376
ant_man_and_the_wasp_quantumania,102781334,102782018
ant_man_and_the_wasp_quantumania,102779616,102780692
ant_man_and_the_wasp_quantumania,102779496,102780513
ant_man_and_the_wasp_quantumania,102781076,102779521
ant_man_and_the_wasp_quantumania,102779496,102779555
ant_man_and_the_wasp_quantumania,102781334,102780376
ant_man_and_the_wasp_quantumania,102779616,102779630
ant_man_and_the_wasp_quantumania,102779738,102781469
ant_man_and_the_wasp_quantumania,102779738,102781291
ant_man_and_the_wasp_quantumania,102781334,102780917
ant_man_and_the_wasp_quantumania,102779616,102781569
ant_man_and_the_wasp_quantumania,102781334,102779875
ant_man_and_the_wasp_quantumania,102779738,102779550
ant_man_and_the_wasp_quantumania,102779616,102780416
ant_man_and_the_wasp_quantumania,102779496,102782650
ant_man_and_the_wasp_quantumania,102779738,102780513
ant_man_and_the_wasp_quantumania,102781334,102780483
ant_man_and_the_wasp_quantumania,102779738,102780792
ant_man_and_the_wasp_quantumania,102781074,102780888
ant_man_and_the_wasp_quantumania,102779616,102781569
ant_man_and_the_wasp_quantumania,102779738,102780692
ant_man_and_the_wasp_quantumania,102781334,102780627
ant_man_and_the_wasp_quantumania,102780416,102780165
ant_man_and_the_wasp_quantumania,102781074,102780403
ant_man_and_the_wasp_quantumania,102779616,102779524
ant_man_and_the_wasp_quantumania,102779738,102779550
ant_man_and_the_wasp_quantumania,102781334,102779984
ant_man_and_the_wasp_quantumania,102779496,102781297
ant_man_and_the_wasp_quantumania,102779738,102780758
ant_man_and_the_wasp_quantumania,102779496,102780607
ant_man_and_the_wasp_quantumania,102779743,102779951
ant_man_and_the_wasp_quantumania,102781334,102781359
ant_man_and_the_wasp_quantumania,102779738,102779482
ant_man_and_the_wasp_quantumania,102779743,102781569
ant_man_and_the_wasp_quantumania,102781074,102779630
ant_man_and_the_wasp_quantumania,102779738,102782779
ant_man_and_the_wasp_quantumania,102781334,102779701
ant_man_and_the_wasp_quantumania,102781074,102782395
ant_man_and_the_wasp_quantumania,102780704,102780165
ant_man_and_the_wasp_quantumania,102779738,102779560
ant_man_and_the_wasp_quantumania,102781334,102780376
ant_man_and_the_wasp_quantumania,102779743,102781569
ant_man_and_the_wasp_quantumania,102779616,102779496
ant_man_and_the_wasp_quantumania,102784444,102780416
ant_man_and_the_wasp_quantumania,102781074,102782142
ant_man_and_the_wasp_quantumania,102779738,102780165
ant_man_and_the_wasp_quantumania,102781334,102781297
ant_man_and_the_wasp_quantumania,102779496,102779544
ant_man_and_the_wasp_quantumania,102779496,102781420
ant_man_and_the_wasp_quantumania,102779738,102782182
ant_man_and_the_wasp_quantumania,102781291,102779743
ant_man_and_the_wasp_quantumania,102781334,102780483
ant_man_and_the_wasp_quantumania,102779743,102781074
ant_man_and_the_wasp_quantumania,102779496,102782395
ant_man_and_the_wasp_quantumania,102779738,102782734
ant_man_and_the_wasp_quantumania,102779743,102782142
ant_man_and_the_wasp_quantumania,102781074,102781569
ant_man_and_the_wasp_quantumania,102779738,102779616
ant_man_and_the_wasp_quantumania,102781334,102784444
ant_man_and_the_wasp_quantumania,102779743,102780491
ant_man_and_the_wasp_quantumania,102779743,102782779
ant_man_and_the_wasp_quantumania,102779738,102780376
ant_man_and_the_wasp_quantumania,102779743,102779686
ant_man_and_the_wasp_quantumania,102779738,102780491
ant_man_and_the_wasp_quantumania,102781334,102779555
ant_man_and_the_wasp_quantumania,102781074,102779521
ant_man_and_the_wasp_quantumania,102780704,102780028
ant_man_and_the_wasp_quantumania,102782142,102780299
ant_man_and_the_wasp_quantumania,102779743,102782734
ant_man_and_the_wasp_quantumania,102781334,102782779
ant_man_and_the_wasp_quantumania,102781074,102782734
ant_man_and_the_wasp_quantumania,102779743,102780692
ant_man_and_the_wasp_quantumania,102779496,102782426
ant_man_and_the_wasp_quantumania,102779738,102779543
ant_man_and_the_wasp_quantumania,102781334,102781076
ant_man_and_the_wasp_quantumania,102779743,102779560
ant_man_and_the_wasp_quantumania,102779738,102782142
ant_man_and_the_wasp_quantumania,102779496,102784444
ant_man_and_the_wasp_quantumania,102784444,102780165
ant_man_and_the_wasp_quantumania,102779743,102780668
ant_man_and_the_wasp_quantumania,102779743,102779616
ant_man_and_the_wasp_quantumania,102779496,102781297
ant_man_and_the_wasp_quantumania,102779496,102781954
ant_man_and_the_wasp_quantumania,102781291,102782779
ant_man_and_the_wasp_quantumania,102781291,102780376
ant_man_and_the_wasp_quantumania,102779738,102779543
ant_man_and_the_wasp_quantumania,102779738,102780888
ant_man_and_the_wasp_quantumania,102781334,102779544
ant_man_and_the_wasp_quantumania,102779743,102779521
ant_man_and_the_wasp_quantumania,102779743,102780513
ant_man_and_the_wasp_quantumania,102779738,102780416
ant_man_and_the_wasp_quantumania,102781291,102784175
ant_man_and_the_wasp_quantumania,102779738,102781569
ant_man_and_the_wasp_quantumania,102779743,102781334
ant_man_and_the_wasp_quantumania,102781291,102780165
ant_man_and_the_wasp_quantumania,102780416,102779743
ant_man_and_the_wasp_quantumania,102779738,102779541
ant_man_and_the_wasp_quantumania,102779496,102779604
ant_man_and_the_wasp_quantumania,102781291,102780917
ant_man_and_the_wasp_quantumania,102779738,102779545
ant_man_and_the_wasp_quantumania,102781291,102779975
ant_man_and_the_wasp_quantumania,102779496,102780376
ant_man_and_the_wasp_quantumania,102779743,102779686
ant_man_and_the_wasp_quantumania,102779496,102779486
ant_man_and_the_wasp_quantumania,102779743,102780692
ant_man_and_the_wasp_quantumania,102781291,102782779
ant_man_and_the_wasp_quantumania,102779743,102781241
ant_man_and_the_wasp_quantumania,102779743,102782779
ant_man_and_the_wasp_quantumania,102779496,102780165
ant_man_and_the_wasp_quantumania,102779743,102781291
ant_man_and_the_wasp_quantumania,102779743,102779550
ant_man_and_the_wasp_quantumania,102779496,102780917
ant_man_and_the_wasp_quantumania,102781291,102780028
ant_man_and_the_wasp_quantumania,102779738,102779496
ant_man_and_the_wasp_quantumania,102779743,102779550
ant_man_and_the_wasp_quantumania,102779496,102781074
ant_man_and_the_wasp_quantumania,102781291,102781297
ant_man_and_the_wasp_quantumania,102779496,102779557
ant_man_and_the_wasp_quantumania,102781291,102780607
ant_man_and_the_wasp_quantumania,102779496,102783315
ant_man_and_the_wasp_quantumania,102779496,102779975
ant_man_and_the_wasp_quantumania,102781291,102780989
ant_man_and_the_wasp_quantumania,102779496,102780491
ant_man_and_the_wasp_quantumania,102779496,102779596
ant_man_and_the_wasp_quantumania,102779496,102782769
ant_man_and_the_wasp_quantumania,102781291,102779738
ant_man_and_the_wasp_quantumania,102779743,102779482
ant_man_and_the_wasp_quantumania,102779496,102780748
ant_man_and_the_wasp_quantumania,102784444,102779521
ant_man_and_the_wasp_quantumania,102779496,102780049
ant_man_and_the_wasp_quantumania,102781291,102779557
ant_man_and_the_wasp_quantumania,102779701,102779496
ant_man_and_the_wasp_quantumania,102779496,102779951
ant_man_and_the_wasp_quantumania,102779743,102780494
ant_man_and_the_wasp_quantumania,102779496,102782182
ant_man_and_the_wasp_quantumania,102781291,102780376
ant_man_and_the_wasp_quantumania,102779743,102779528
ant_man_and_the_wasp_quantumania,102784444,102779560
ant_man_and_the_wasp_quantumania,102779496,102782779
ant_man_and_the_wasp_quantumania,102779743,102779889
ant_man_and_the_wasp_quantumania,102779496,102779555
ant_man_and_the_wasp_quantumania,102781291,102782018
ant_man_and_the_wasp_quantumania,102779496,102780917
ant_man_and_the_wasp_quantumania,102779496,102779875
ant_man_and_the_wasp_quantumania,102779496,102780483
ant_man_and_the_wasp_quantumania,102779743,102779490
ant_man_and_the_wasp_quantumania,102781291,102780917
ant_man_and_the_wasp_quantumania,102779496,102781828
ant_man_and_the_wasp_quantumania,102779496,102780483
ant_man_and_the_wasp_quantumania,102779496,102781005
ant_man_and_the_wasp_quantumania,102782142,102779861
ant_man_and_the_wasp_quantumania,102779496,102780627
ant_man_and_the_wasp_quantumania,102781291,102779555
ant_man_and_the_wasp_quantumania,102779496,102779616
ant_man_and_the_wasp_quantumania,102779496,102780299
ant_man_and_the_wasp_quantumania,102779743,102781469
ant_man_and_the_wasp_quantumania,102779496,102779861
ant_man_and_the_wasp_quantumania,102780704,102780917
ant_man_and_the_wasp_quantumania,102779496,102784175
ant_man_and_the_wasp_quantumania,102781291,102782769
ant_man_and_the_wasp_quantumania,102779496,102779984
ant_man_and_the_wasp_quantumania,102779743,102780792
ant_man_and_the_wasp_quantumania,102781334,102780607
ant_man_and_the_wasp_quantumania,102779743,102779541
ant_man_and_the_wasp_quantumania,102781291,102779616
ant_man_and_the_wasp_quantumania,102779496,102780821
ant_man_and_the_wasp_quantumania,102779743,102783989
ant_man_and_the_wasp_quantumania,102779496,102780989
ant_man_and_the_wasp_quantumania,102779496,102781359
ant_man_and_the_wasp_quantumania,102781291,102780627
ant_man_and_the_wasp_quantumania,102782142,102779555
ant_man_and_the_wasp_quantumania,102780416,102779701
ant_man_and_the_wasp_quantumania,102779743,102780888
ant_man_and_the_wasp_quantumania,102779616,102779560
ant_man_and_the_wasp_quantumania,102780416,102784444
ant_man_and_the_wasp_quantumania,102779743,102780416
ant_man_and_the_wasp_quantumania,102779616,102779550
ant_man_and_the_wasp_quantumania,102782142,102780376
ant_man_and_the_wasp_quantumania,102780416,102779544
ant_man_and_the_wasp_quantumania,102779616,102779528
ant_man_and_the_wasp_quantumania,102779743,102780403
ant_man_and_the_wasp_quantumania,102782142,102781297
ant_man_and_the_wasp_quantumania,102779616,102779490
ant_man_and_the_wasp_quantumania,102780416,102779541
ant_man_and_the_wasp_quantumania,102779743,102779524
ant_man_and_the_wasp_quantumania,102781334,102780165
ant_man_and_the_wasp_quantumania,102779616,102781005
ant_man_and_the_wasp_quantumania,102780416,102779524
ant_man_and_the_wasp_quantumania,102779743,102779541
ant_man_and_the_wasp_quantumania,102781076,102779951
ant_man_and_the_wasp_quantumania,102779616,102781291
ant_man_and_the_wasp_quantumania,102779743,102779496
ant_man_and_the_wasp_quantumania,102781291,102779701
ant_man_and_the_wasp_quantumania,102782142,102779541
ant_man_and_the_wasp_quantumania,102781076,102782779
ant_man_and_the_wasp_quantumania,102779616,102779550
ant_man_and_the_wasp_quantumania,102780704,102779596
ant_man_and_the_wasp_quantumania,102782142,102781420
ant_man_and_the_wasp_quantumania,102781334,102784175
ant_man_and_the_wasp_quantumania,102781076,102779560
ant_man_and_the_wasp_quantumania,102780704,102781297
ant_man_and_the_wasp_quantumania,102782142,102781074
ant_man_and_the_wasp_quantumania,102781076,102779889
ant_man_and_the_wasp_quantumania,102782142,102779616
ant_man_and_the_wasp_quantumania,102781334,102779596
ant_man_and_the_wasp_quantumania,102780910,102779543
ant_man_and_the_wasp_quantumania,102781076,102780692
ant_man_and_the_wasp_quantumania,102780704,102779555
ant_man_and_the_wasp_quantumania,102781291,102781420
ant_man_and_the_wasp_quantumania,102780910,102779543
ant_man_and_the_wasp_quantumania,102780910,102781569
ant_man_and_the_wasp_quantumania,102781076,102781334
ant_man_and_the_wasp_quantumania,102781291,102779555
ant_man_and_the_wasp_quantumania,102780704,102781074
ant_man_and_the_wasp_quantumania,102781076,102781291
ant_man_and_the_wasp_quantumania,102781334,102780917
ant_man_and_the_wasp_quantumania,102780910,102779490
ant_man_and_the_wasp_quantumania,102780704,102781359
ant_man_and_the_wasp_quantumania,102781291,102781954
ant_man_and_the_wasp_quantumania,102780910,102782182
ant_man_and_the_wasp_quantumania,102779616,102779482
ant_man_and_the_wasp_quantumania,102781291,102781359
ant_man_and_the_wasp_quantumania,102781076,102780513
ant_man_and_the_wasp_quantumania,102780910,102781569
ant_man_and_the_wasp_quantumania,102780704,102780627
ant_man_and_the_wasp_quantumania,102780910,102779686
ant_man_and_the_wasp_quantumania,102782142,102779975
ant_man_and_the_wasp_quantumania,102781334,102779743
